"glyph_id","char","status","note","form"
"1694","責","confirmed","visual/context 責任/無責任/責める","full"
"513","三","confirmed","visual/context 三条/三連星/三月","full"
"531","嵐","confirmed","visual/context 破嵐万丈/キリマンジャロの嵐","full"
"1105","張","confirmed","visual/context 張五飛/張れ/張り裂ける","full"
"1204","伏","confirmed","visual/context 降伏/潜伏/待ち伏せ","full"
"324","水","confirmed","visual/context 水平線/水中/明鏡止水","full"
"408","激","confirmed","visual/context 激闘/激戦/過激派","full"
"1595","嘘","confirmed","visual/context 嘘/嘘をつく","full"
"539","藤","confirmed","visual/context 藤原忍","full"
"1117","底","confirmed","visual/context 底力","full"
"1301","歴","confirmed","visual/context 歴史/歴戦","full"
"1742","抑","confirmed","visual/context 抑える","full"
"227","Ⅱ","confirmed","visual/context ザクⅡ/トールギスⅡ/ガンダムmkⅡ","half"
"406","挑","confirmed","visual/context 挑戦/挑発/挑む","full"
"538","雅","confirmed","visual/context 式部雅人/雅人","full"
"773","求","confirmed","visual/context 求める/追い求める","full"
"834","減","confirmed","visual/context 手加減/減らす/減った","full"
"1003","尽","confirmed","visual/context 尽きる/尽くす/理不尽","full"
"1126","転","confirmed","visual/context 転送/転用/好転/回転","full"
"1189","秘","confirmed","visual/context 秘技/極秘/秘密","full"
"1632","風","confirmed","visual/context 三月の風/風上/風に","full"
"372","屋","confirmed","visual/context 部屋/殺し屋","full"
"475","弁","confirmed","visual/context 勘弁/車弁慶","full"
"739","監","confirmed","visual/context 監視/監視衛星","full"
"819","系","confirmed","visual/context 指令系統/操縦系/太陽系/銀河系","full"
"1246","妙","confirmed","visual/context 妙な/兵法の妙","full"
"1363","痛","confirmed","visual/context 痛い/痛み","full"
"1365","艇","confirmed","visual/context 連絡艇/高速艇","full"
"1394","慮","confirmed","visual/context 遠慮/考慮","full"
"453","維","confirmed","visual/context 維持","full"
"547","授","confirmed","visual/context 弓教授","full"
"655","握","confirmed","visual/context 把握/掌握","full"
"718","核","confirmed","visual/context 中核/核パルス/生命核","full"
"855","広","confirmed","visual/context 広がる/広域/広大","full"
"932","借","confirmed","visual/context 借りる/借りを返す","full"
"953","縦","confirmed","visual/context 操縦/操縦担当","full"
"963","書","confirmed","visual/context 説明書/親書/書いてある","full"
"1047","掃","confirmed","visual/context 掃除/掃討","full"
"1195","付","confirmed","visual/context 名付ける/付き","full"
"1341","繰","confirmed","visual/context 繰り返す/繰り言/繰り上げ","full"
"1360","双","confirmed","visual/context 竜王双撃/無双","full"
"222","『","confirmed","visual/context inner quote opener","half"
"223","』","confirmed","visual/context inner quote closer","half"
"758","輝","confirmed","visual/context 嵐の中で輝いて/輝き叫ぶ","full"
"813","訓","confirmed","visual/context 訓練","full"
"933","若","confirmed","visual/context 若い/若者","full"
"1022","静","confirmed","visual/context 静かにしろ","full"
"1267","油","confirmed","bitmap-corrected 2026-09-17 (seed 反): ROM tile shows 油; context 油断した/油断があ","full"
"1355","渉","confirmed","visual/context 交渉","full"
"1544","叫","confirmed","visual/context 叫ぶ/絶叫","full"
"1635","抹","confirmed","bitmap-corrected 2026-09-17 (seed 暗): ROM tile shows 抹; context レーズ抹殺指令/ジアは抹殺せね","full"
"661","位","confirmed","visual/context 位置/三位一体","full"
"890","策","confirmed","visual/context 政策","full"
"1025","石","confirmed","visual/context 石破天驚拳","full"
"1245","密","confirmed","visual/context 秘密/極秘","full"
"1305","練","confirmed","visual/context 訓練","full"
"1477","悔","confirmed","visual/context 後悔","full"
"1293","輪","confirmed","visual/context 大車輪","full"
"322","陸","confirmed","bitmap-corrected 2026-09-17 (seed 海): ROM tile shows 陸; context 北米大陸でも/緊急着陸します","full"
"379","偵","confirmed","visual/context 偵察","full"
"481","乙","confirmed","visual/context 早乙女博士","full"
"608","階","confirmed","visual/context 段階","full"
"1107","町","confirmed","visual/context 町","full"
"1616","恋","confirmed","visual/context 恋人","full"
"474","車","confirmed","visual/context 車弁慶/大車輪","full"
"476","慶","confirmed","visual/context 車弁慶","full"
"727","勘","confirmed","visual/context 勘弁","full"
"1448","惑","confirmed","visual/context 大迷惑","full"
"545","弓","confirmed","visual/context 弓教授","full"
"1490","古","confirmed","visual/context 古き/古い/古参","full"
"1612","卑","confirmed","visual/context 卑怯/卑劣","full"
"688","欧","confirmed","visual/context 北欧/欧州","full"
"802","緊","confirmed","visual/context 緊急/緊張","full"
"1062","捉","confirmed","visual/context 捕捉","full"
"1120","提","confirmed","visual/context 提案/提供","full"
"1366","展","confirmed","visual/context 展開","full"
"1430","担","confirmed","visual/context 担当","full"
"1703","貸","confirmed","visual/context 力を貸す","full"
"398","努","confirmed","bitmap-corrected 2026-09-17 (seed 協): ROM tile shows 努; context 努力/努力され","full"
"676","栄","confirmed","visual/context 光栄","full"
"1185","番","confirmed","visual/context 一番/出番","full"
"1347","鹿","confirmed","visual/context 馬鹿","full"
"1651","割","confirmed","visual/context 仲間割れ/役割/6割","full"
"228","ν","confirmed","visual/context νガンダム","half"
"289","ゔ","confirmed","visual keyboard preview/context ャュョッヴ -> ゃゅょっゔ","half"
"290","←","confirmed","visual UI preview/context ← → スペース 決定","half"
"723","学","confirmed","visual/context 学者/学ぶ/士官学校","full"
"1089","短","confirmed","visual/context 短絡/短気/短い/最短","full"
"697","科","confirmed","visual/context 科学者/科学力","full"
"859","校","confirmed","visual/context 学校","full"
"1270","勇","confirmed","visual/context 勇士/勇気/勇者","full"
"734","敢","confirmed","visual/context 勇敢","full"
"1303","劣","confirmed","visual/context 卑劣/優劣/愚劣","full"
"1537","罠","confirmed","visual/context 罠","full"
"1485","怯","confirmed","visual/context 卑怯","full"
"946","州","confirmed","visual/context 欧州","full"
"1408","牙","confirmed","visual/context 対空光牙剣","full"
"1550","芸","confirmed","bitmap-corrected 2026-09-17 (seed 相): ROM tile shows 芸; context れ位の芸当/ういう芸当はで","full"
"800","禁","confirmed","visual/context 禁物","full"
"552","四","confirmed","visual/context 四谷博士/四月","full"
"553","谷","confirmed","visual/context 四谷博士","full"
"1005","図","confirmed","visual/context 設計図/地図","full"
"979","詳","confirmed","visual/context 詳しく","full"
"1512","怠","confirmed","visual/context 怠る","full"
"1268","輸","confirmed","visual/context 輸送","full"
"682","演","confirmed","visual/context 演じる","full"
"864","号","confirmed","visual/context 信号","full"
"1190","非","confirmed","visual/context 非力/非戦闘員","full"
"1513","恥","confirmed","visual/context 恥/恥ずかしい","full"
"769","仇","confirmed","visual/context 仇をとる","full"
"791","狂","confirmed","visual/context 狂う/狂った","full"
"995","寝","confirmed","visual/context 寝返る/寝食/寝覚め","full"
"450","船","confirmed","bitmap-corrected 2026-09-17 (seed 艦): ROM tile shows 船; context グ司令船/型宇宙船","full"
"645","検","confirmed","visual/context 検討/精神検査","full"
"760","犠","confirmed","visual/context 犠牲","full"
"1015","牲","confirmed","visual/context 犠牲","full"
"881","査","confirmed","visual/context 調査/探査/査定","full"
"981","障","confirmed","visual/context 支障/障害/目障り","full"
"1006","推","confirmed","visual/context 推進/推力/推測/推移","full"
"1214","閉","confirmed","visual/context 閉じる/幽閉","full"
"1346","座","confirmed","visual/context 即座/機銃座/砲座","full"
"1116","低","confirmed","visual/context 低い/低下/最低","full"
"956","熟","confirmed","visual/context 未熟","full"
"1423","陣","confirmed","visual/context 十絶陣/天竜魔滅陣/布陣","full"
"1697","阻","confirmed","visual/context 阻止/阻む","full"
"375","紋","confirmed","visual/context 紋章","full"
"376","章","confirmed","visual/context 紋章","full"
"432","侯","confirmed","visual/context 侯爵","full"
"433","爵","confirmed","visual/context 公爵/侯爵","full"
"550","健","confirmed","visual/context 健二/健在","full"
"793","胸","confirmed","visual/context 胸部バルカン/胸が張り裂ける","full"
"845","互","confirmed","visual/context 相互/お互い","full"
"876","恨","confirmed","visual/context 恨む/恨み","full"
"1199","普","confirmed","visual/context 普通","full"
"1327","育","confirmed","visual/context 育てられた/育ち","full"
"1599","及","confirmed","visual/context 及ばん/この期に及んで","full"
"657","扱","confirmed","visual/context 取扱説明書/扱い","full"
"708","戒","confirmed","visual/context 警戒","full"
"735","歓","confirmed","visual/context 歓迎","full"
"811","屈","confirmed","visual/context 理屈/屈辱","full"
"835","源","confirmed","visual/context 電源/エネルギー源","full"
"1020","請","confirmed","visual/context 要請","full"
"1367","途","confirmed","visual/context 途中","full"
"1476","快","confirmed","visual/context 快感/快調/不快感","full"
"1565","浄","confirmed","visual/context 浄化","full"
"1593","因","confirmed","visual/context 原因/因縁","full"
"411","友","confirmed","visual/context 友情/友達","full"
"542","騎","confirmed","visual/context 黒騎士","full"
"666","為","confirmed","visual/context 行為","full"
"761","疑","confirmed","visual/context 疑い/疑問","full"
"778","居","confirmed","visual/context 居場所/長居","full"
"787","境","confirmed","visual/context 心境/境遇/国境","full"
"822","軽","confirmed","visual/context 軽微/軽い","full"
"989","色","confirmed","visual/context 金色/顔色/色々","full"
"1051","葬","confirmed","visual/context 埋葬/葬り去る","full"
"1243","満","confirmed","visual/context 満ちる","full"
"1291","両","confirmed","visual/context 両親/両名","full"
"1433","凍","confirmed","bitmap-corrected 2026-09-17 (seed 射): ROM tile shows 凍; context 冷凍光線/冷凍ビーム","full"
"1508","誓","confirmed","visual/context 誓う/誓った","full"
"1579","填","confirmed","visual/context 充填","full"
"601","録","confirmed","visual/context 記録/録音","full"
"685","奥","confirmed","visual/context 奥義","full"
"806","区","confirmed","visual/context 区別/行政区","full"
"809","偶","confirmed","visual/context 偶然","full"
"1371","肉","confirmed","visual/context 肉体","full"
"1547","駆","confirmed","visual/context 駆ける/駆動/駆り立てる","full"
"1563","純","confirmed","visual/context 単純","full"
"1661","鏡","confirmed","visual/context 明鏡止水","full"
"1169","廃","confirmed","visual/context 廃墟","full"
"1215","米","confirmed","visual/context 北米/南米","full"
"1265","訳","confirmed","visual/context 言い訳/申し訳","full"
"1328","英","confirmed","bitmap-corrected 2026-09-17 (seed 白): ROM tile shows 英; context 空の英雄とい/戦争の英雄にお","full"
"1350","首","confirmed","visual/context 首の骨/その首","full"
"1445","雷","confirmed","visual/context 爆雷/機雷","full"
"870","骨","confirmed","visual/context 首の骨","full"
"884","砕","confirmed","visual/context 砕ける/砕く","full"
"692","音","confirmed","visual/context 音を聞く/録音","full"
"1411","魚","confirmed","bitmap-corrected 2026-09-17 (seed 機): ROM tile shows 魚; context 魚雷/射魚雷","full"
"971","招","confirmed","visual/context 招いた/招待/招雷","full"
"1541","眼","confirmed","visual/context 眼前","full"
"1590","霊","confirmed","visual/context 全身全霊","full"
"1283","欲","confirmed","visual/context 欲すれば","full"
"1517","停","confirmed","visual/context 機能停止/停艦","full"
"1529","幕","confirmed","visual/context 弾幕","full"
"1545","郷","confirmed","visual/context 故郷","full"
"1645","仮","confirmed","bitmap-corrected 2026-09-17 (seed 側): ROM tile shows 仮; context 仮にも/仮面の兄","full"
"517","恵","confirmed","visual/context 神北恵子/恵まれた/お知恵","full"
"728","巻","confirmed","visual/context 竜巻/巻き付き/渦巻く","full"
"749","寄","confirmed","visual/context 近寄る/呼び寄せる","full"
"753","棄","confirmed","visual/context 放棄","full"
"1057","像","confirmed","visual/context 残像/想像","full"
"1172","背","confirmed","visual/context 背を向ける/背負う","full"
"1340","具","confirmed","visual/context 不具合/具合/器具","full"
"1381","払","confirmed","visual/context 切り払い","full"
"1475","花","confirmed","visual/context 花散る/花を咲かせる","full"
"1643","永","confirmed","visual/context 永遠","full"
"1709","築","confirmed","visual/context 築く/築き上げる","full"
"1729","服","confirmed","visual/context 征服/不服","full"
"507","西","confirmed","visual/context 西川大作/大西洋","full"
"515","太","confirmed","visual/context 宇宙太/太陽/太古","full"
"679","越","confirmed","visual/context 越える/引っ越し","full"
"759","偽","confirmed","visual/context 偽り/偽装","full"
"768","久","confirmed","visual/context 久しぶり/久々","full"
"1121","適","confirmed","visual/context 地形適応/適当","full"
"1213","並","confirmed","visual/context 並み/手並み","full"
"1242","慢","confirmed","visual/context 自慢/傲慢","full"
"1266","躍","confirmed","visual/context 躍動/活躍","full"
"1553","固","confirmed","bitmap-corrected 2026-09-17 (seed 強): ROM tile shows 固; context 固執し/の足場固めを","full"
"1564","照","confirmed","visual/context 照準/照合","full"
"1745","梁","confirmed","visual/context 梁山泊","full"
"1721","泊","confirmed","visual/context 梁山泊","full"
"1389","唯","confirmed","visual/context 唯一","full"
"1409","怪","confirmed","visual/context 怪光線/怪しい","full"
"1434","刀","confirmed","visual/context 一刀両断/刀","full"
"1471","縁","confirmed","visual/context 血縁/因縁","full"
"1492","歳","confirmed","visual/context 12歳/二十歳","full"
"1505","吹","confirmed","visual/context 吹き飛ばす/風が吹く","full"
"1569","隻","confirmed","visual/context 1隻/2隻","full"
"1606","洗","confirmed","visual/context 洗礼/洗脳","full"
"684","汚","confirmed","visual/context 汚い/汚名","full"
"774","泣","confirmed","visual/context 泣く/泣き","full"
"838","個","confirmed","visual/context 各個/個人","full"
"1024","析","confirmed","visual/context 分析","full"
"1259","門","confirmed","visual/context 砲門/宇門大介","full"
"1264","薬","confirmed","visual/context 弾薬/薬物","full"
"233","k","confirmed","visual/context mkII","half"
"1470","渦","confirmed","visual/context 渦/渦巻く","full"
"1206","腹","confirmed","visual/context 腹立たしい/腹をくくる","full"
"869","惚","confirmed","visual/context 惚れる/惚れなおす","full"
"882","才","confirmed","visual/context 天才/青二才","full"
"939","狩","confirmed","visual/context 人間狩り/ゲリラ狩り","full"
"1145","踏","confirmed","visual/context 踏み込む/踏みにじる","full"
"1021","青","confirmed","visual/context 青二才","full"
"230","ヶ","confirmed","visual/context 数ヶ月","half"
"276","e","confirmed","visual/context Space Woman/Check OK","half"
"258","🔧","confirmed","bitmap-corrected 2026-09-18 (seed f): a combination wrench drawn on the diagonal, open jaw at the top right and ring at the bottom left, i.e. the repair icon; only drawn left of the gauge tiles 260-270 (t00_05115-05125, t00_05137-05147)","icon"
"259","E","confirmed","bitmap-corrected 2026-09-17 (seed c): tile is a small baseline E, not c; only drawn right of the gauge tiles 260-270 (t00_05126-05147), the counterpart of the 258 wrench; that it stands for EN is a guess","icon"
"234","t","confirmed","visual/context the/planetary orbit","half"
"281","n","confirmed","visual/context Space Woman/planetary orbit","half"
"279","i","confirmed","visual/context orbit/Condition","half"
"282","o","confirmed","visual/context Woman/orbit","half"
"1209","雰","confirmed","visual/context 雰囲気","full"
"1368","堂","confirmed","visual/context 正々堂々","full"
"1373","搬","confirmed","visual/context 搬入","full"
"1447","狼","confirmed","bitmap-corrected 2026-09-17 (seed 双): ROM tile shows 狼; context 餓狼爪撃/狼牙","full"
"1580","読","confirmed","visual/context 読み込み/読める","full"
"339","台","confirmed","visual/context 発射台/実験台/1台/舞台","full"
"636","斉","confirmed","visual/context 一斉","full"
"646","索","confirmed","visual/context 爆導索/索敵/検索","full"
"653","港","confirmed","visual/context 入港/寄港","full"
"671","飲","confirmed","visual/context 飲む/飲み込む","full"
"719","獲","confirmed","visual/context 獲物/獲得","full"
"1090","端","confirmed","visual/context 半端/木っ端/一端","full"
"1134","登","confirmed","visual/context 登場/登録","full"
"1227","抱","confirmed","visual/context 抱く/抱える","full"
"1234","坊","confirmed","visual/context 坊や/坊ちゃん","full"
"1273","誘","confirmed","visual/context 誘発/誘い/誘導","full"
"1329","延","confirmed","visual/context 生き延びる","full"
"1339","巨","confirmed","visual/context 巨大","full"
"1514","忠","confirmed","visual/context 忠告/忠誠","full"
"1533","涙","confirmed","visual/context 涙をのむ/涙","full"
"1561","粛","confirmed","visual/context 粛正/粛清","full"
"1693","清","confirmed","visual/context 粛清","full"
"1589","臨","confirmed","visual/context 臨界","full"
"1634","忙","confirmed","visual/context 忙しい","full"
"1909","縛","confirmed","visual/context 縛られる","full"
"844","誇","confirmed","visual/context 誇り","full"
"1122","徹","confirmed","visual/context 徹底","full"
"1187","比","confirmed","visual/context 比べる","full"
"1540","臆","confirmed","visual/context 臆病者","full"
"1194","病","confirmed","visual/context 臆病者/病院","full"
"495","院","confirmed","visual/context 病院/伊集院","full"
"1279","預","confirmed","visual/context 預ける/預かる","full"
"1402","右","confirmed","bitmap-corrected 2026-09-17 (seed 左): ROM tile shows 右; context 左右キーで/右よっ","full"
"1607","替","confirmed","visual/context 差し替え/切り替え/積み替え","full"
"1667","語","confirmed","visual/context 語る/物語","full"
"1715","賭","confirmed","visual/context 賭ける/賭して","full"
"1735","妹","confirmed","visual/context 妹","full"
"1741","養","confirmed","visual/context 療養/休養/栄養","full"
"503","木","confirmed","visual/context 木星/木っ端みじん","full"
"892","雑","confirmed","visual/context 雑念/複雑","full"
"1207","複","confirmed","visual/context 複雑","full"
"1151","督","confirmed","bitmap-corrected 2026-09-17 (seed 統): ROM tile shows 督; context 総督になり/スコ総督は","full"
"1383","紛","confirmed","visual/context 内紛","full"
"1396","療","confirmed","visual/context 治療/療養","full"
"1439","舞","confirmed","visual/context 二の舞/舞い戻る/見舞い","full"
"1479","革","confirmed","visual/context 革命/革命軍","full"
"1734","崩","confirmed","visual/context 崩壊/崩れる","full"
"675","映","confirmed","visual/context 映る/映像","full"
"733","換","confirmed","visual/context 引き換え/書き換え/乗り換え","full"
"780","虚","confirmed","visual/context 虚しさ/虚空","full"
"818","景","confirmed","visual/context 背景/景色/光景","full"
"910","氏","confirmed","visual/context ドーリアン氏","full"
"980","象","confirmed","visual/context 印象/象徴","full"
"1033","専","confirmed","visual/context 専用/専念/専制","full"
"1055","遭","confirmed","visual/context 遭遇","full"
"1205","幅","confirmed","visual/context 増幅/大幅","full"
"1325","哀","confirmed","visual/context 哀しみ/可哀想/哀悼","full"
"1468","闇","confirmed","visual/context 闇の中/闇の帝王","full"
"1507","誠","confirmed","visual/context 忠誠/誠意/誠実","full"
"1609","杯","confirmed","visual/context 精一杯/別れの杯","full"
"1627","託","confirmed","visual/context 託す","full"
"1644","怨","confirmed","visual/context 怨念/私怨","full"
"1659","拒","confirmed","visual/context 拒否","full"
"1812","炉","confirmed","visual/context 炉心/ゲッター炉/増幅炉","full"
"1914","愉","confirmed","visual/context 不愉快","full"
"442","牛","confirmed","bitmap-corrected 2026-09-17 (seed 独): ROM tile shows 牛; context メカ牛剣鬼/牛餓鬼","full"
"501","鳥","confirmed","visual/context 飛鳥ケンジ/鳥","full"
"1391","雄","confirmed","bitmap-corrected 2026-09-17 (seed 魔): ROM tile shows 雄; context 空の英雄といわ/争の英雄にお会","full"
"1400","閃","confirmed","visual/context 虎閃堂/閃剣斬","full"
"1415","虎","confirmed","visual/context 虎閃堂","full"
"1625","掌","confirmed","bitmap-corrected 2026-09-17 (seed 堂): ROM tile shows 掌; context 虎閃掌/射虎閃掌","full"
"488","餓","confirmed","bitmap-corrected 2026-09-17 (seed 眼): ROM tile shows 餓; context った飢餓戦士/餓狼爪撃","full"
"1115","爪","confirmed","visual/context 爪/爪ミサイル/双爪撃","full"
"496","塚","confirmed","visual/context 大塚長官","full"
"1728","副","confirmed","visual/context メガ粒子副砲","full"
"647","覧","confirmed","visual/context ご覧ください/一覧","full"
"732","慣","confirmed","visual/context 慣れる/不慣れ/腕慣らし","full"
"879","左","confirmed","bitmap-corrected 2026-09-17 (seed 右): ROM tile shows 左; context 左右キー/左手がや","full"
"992","辱","confirmed","visual/context 屈辱","full"
"1035","詮","confirmed","visual/context 所詮","full"
"1165","把","confirmed","visual/context 把握","full"
"1176","売","confirmed","visual/context 売る/売却","full"
"1331","恩","confirmed","visual/context 恩/恩義/恩人","full"
"1333","管","confirmed","visual/context 管理/管制","full"
"1483","儀","confirmed","visual/context 礼儀/大儀","full"
"1511","尊","confirmed","visual/context 尊い/尊重","full"
"1548","刑","confirmed","visual/context 処刑/銃殺刑","full"
"1584","府","confirmed","visual/context 政府","full"
"1596","勧","confirmed","visual/context 勧告","full"
"1624","序","confirmed","visual/context 秩序/破滅への序曲","full"
"1710","駐","confirmed","visual/context 駐留","full"
"1795","柱","confirmed","visual/context 支柱/光の柱","full"
"238","r","confirmed","visual/context planetary orbit/there","half"
"602","更","confirmed","visual/context 変更/更新","full"
"737","環","confirmed","visual/context 環境","full"
"972","焼","confirmed","visual/context 焼き払う/焼け死ぬ/焼き切れ","full"
"1019","製","confirmed","visual/context 帝国製/地球製/製作","full"
"1043","僧","confirmed","visual/context 若僧/小僧","full"
"1111","鎮","confirmed","visual/context 鎮圧","full"
"1224","墓","confirmed","visual/context 墓場/墓","full"
"1357","振","confirmed","visual/context 振動/振り払う/振り切る","full"
"1358","席","confirmed","visual/context 出席/同席/席","full"
"1395","料","confirmed","visual/context 燃料","full"
"1552","賢","confirmed","visual/context 小賢しい","full"
"1559","衆","confirmed","visual/context 民衆/烏合の衆","full"
"1677","至","confirmed","visual/context 至急/至る","full"
"1692","征","confirmed","visual/context 征服","full"
"1738","耗","confirmed","visual/context 消耗","full"
"1744","虜","confirmed","visual/context 捕虜","full"
"462","城","confirmed","visual/context ムゲ城/結城/お城/根城","full"
"665","易","confirmed","visual/context 容易/簡易/易々","full"
"691","穏","confirmed","visual/context 不穏/穏やか","full"
"725","掛","confirmed","visual/context 仕掛ける","full"
"842","庫","confirmed","visual/context 格納庫","full"
"899","刺","confirmed","visual/context とどめを刺す/刺激","full"
"917","字","confirmed","visual/context 数字/文字","full"
"947","拾","confirmed","bitmap-corrected 2026-09-17 (seed 救): ROM tile shows 拾; context を拾えただ/拾ってく","full"
"1140","盗","confirmed","visual/context 盗み聞き/盗む","full"
"1155","謎","confirmed","bitmap-corrected 2026-09-17 (seed 未): ROM tile shows 謎; context こうも謎では危/不明の謎の部隊","full"
"1280","幼","confirmed","visual/context 幼なじみ/幼い","full"
"1326","医","confirmed","visual/context 医者/医務室/軍医","full"
"1353","商","confirmed","visual/context ルオ商会","full"
"1378","品","confirmed","visual/context 作品/品性/部品/気品","full"
"1417","裁","confirmed","visual/context 裁き","full"
"1427","槍","confirmed","bitmap-corrected 2026-09-17 (seed 龍): ROM tile shows 槍; context 魔槍連脚/神槍裂脚","full"
"1472","温","confirmed","visual/context 温度/温存/暖かい","full"
"1530","盟","confirmed","visual/context シャッフル同盟拳","full"
"1554","航","confirmed","visual/context 航行/出航/難航","full"
"1629","秩","confirmed","visual/context 秩序","full"
"1695","宣","confirmed","visual/context 宣告/宣言","full"
"1739","幽","confirmed","visual/context 幽閉","full"
"1783","呪","confirmed","visual/context 呪い/呪わしい","full"
"1810","旅","confirmed","visual/context 旅行/旅立つ","full"
"254","a","confirmed","visual/context Space Woman/planetary","half"
"701","華","confirmed","visual/context 華麗/宝華教典","full"
"868","腰","confirmed","bitmap-corrected 2026-09-17 (seed 気): ROM tile shows 腰; context 腰がはい/らも本腰を入れ","full"
"945","就","confirmed","visual/context 成就/就任","full"
"975","称","confirmed","visual/context 名称/称する","full"
"1103","注","confirmed","visual/context 注ぎ込む/注意/特注","full"
"548","村","confirmed","visual/context 村雨健二","full"
"549","雨","confirmed","visual/context 村雨健二/四月の雨","full"
"1304","烈","confirmed","visual/context 強烈/烈破","full"
"305","&","confirmed","visual/context Z&R社","half"
"928","社","confirmed","visual/context 秘密結社/Z&R社","full"
"519","草","confirmed","visual/context 草間大作/草葉","full"
"1278","誉","confirmed","visual/context 名誉/誉め言葉","full"
"1399","璧","confirmed","visual/context 完璧","full"
"1524","布","confirmed","visual/context 散布/布陣","full"
"1572","俗","confirmed","visual/context 俗物","full"
"1577","虫","confirmed","visual/context 夏の虫/虫ケラ/ホーロー虫","full"
"1683","償","confirmed","visual/context 代償","full"
"1702","耐","confirmed","visual/context 耐える/耐久","full"
"1712","朝","confirmed","visual/context 早朝/明朝","full"
"1751","迫","confirmed","visual/context 迫る/気迫/脅迫","full"
"1901","喪","confirmed","visual/context 喪失","full"
"235","h","confirmed","visual/context Check/the/Where","half"
"709","械","confirmed","visual/context 機械","full"
"765","却","confirmed","visual/context 売却/退却/滅却","full"
"1007","遂","confirmed","visual/context 遂行/やり遂げる","full"
"1026","績","confirmed","visual/context 実績","full"
"1225","包","confirmed","visual/context 包囲","full"
"1392","踊","confirmed","visual/context 踊る","full"
"1405","円","confirmed","visual/context 円盤/円盤獣","full"
"1803","盤","confirmed","visual/context 円盤/円盤獣","full"
"1412","径","confirmed","visual/context 大口径/軌道","full"
"1493","剤","confirmed","visual/context 消火剤/安定剤/栄養剤","full"
"1499","室","confirmed","visual/context 自室/医務室","full"
"1501","讐","confirmed","visual/context 復讐","full"
"1520","批","confirmed","visual/context 批判/批判的","full"
"1601","舷","confirmed","visual/context 右舷/左舷/接舷","full"
"1633","覆","confirmed","visual/context 覆う/覆面","full"
"1636","揺","confirmed","visual/context 動揺/揺さぶる","full"
"1664","懸","confirmed","visual/context 一生懸命/懸念","full"
"1726","浮","confirmed","visual/context 浮く/浮遊/浮上","full"
"1773","酷","confirmed","visual/context 過酷/酷使","full"
"373","敷","confirmed","visual/context 屋敷","full"
"505","葵","confirmed","visual/context 葵豹馬","full"
"609","費","confirmed","visual/context 修理費用/消費","full"
"922","執","confirmed","visual/context 執事/執心","full"
"1014","晴","confirmed","visual/context 晴らす","full"
"1309","老","confirmed","visual/context 老兵/年老いる/老骨","full"
"1356","殖","confirmed","visual/context 増殖","full"
"1482","軌","confirmed","visual/context 軌道","full"
"1528","謀","confirmed","visual/context 無謀/参謀","full"
"1646","課","confirmed","visual/context 課した使命","full"
"1679","週","confirmed","visual/context 1週間","full"
"1708","致","confirmed","visual/context 一致/不一致/いかが致しましょう","full"
"1453","翔","confirmed","bitmap-corrected 2026-09-17 (seed 星): ROM tile shows 翔; context 天馬翔覇/格天馬翔覇","full"
"1465","瞬","confirmed","visual/context 瞬幻足/一瞬/瞬間","full"
"1466","幻","confirmed","visual/context 瞬幻足/変幻自在/幻","full"
"1419","獅","confirmed","visual/context 獅子吼烈破/獅子身中の虫","full"
"1450","吼","confirmed","visual/context 獅子吼烈破/吼えろ","full"
"1555","轟","confirmed","visual/context 轟き叫ぶ","full"
"1655","企","confirmed","visual/context 企む/企業","full"
"678","益","confirmed","visual/context 無益/権益","full"
"801","筋","confirmed","visual/context 筋合い/一筋/筋","full"
"1092","胆","confirmed","visual/context 大胆","full"
"1156","軟","confirmed","visual/context 軟弱/軟禁","full"
"1182","班","confirmed","bitmap-corrected 2026-09-17 (seed 隊): ROM tile shows 班; context 記録班/消火班","full"
"1184","範","confirmed","visual/context 範囲","full"
"1255","網","confirmed","visual/context 情報網/包囲網/固衛網","full"
"1416","豪","confirmed","visual/context 豪熱/豪運","full"
"1658","吸","confirmed","visual/context 呼吸/吸い取る","full"
"1001","刃","confirmed","visual/context 刃を向ける/死の刃","full"
"226","Ⅲ","confirmed","bitmap-corrected 2026-09-17 (seed Ⅱ): tile has three bars; context ザクⅢ改/トールギスⅢ/mkⅢ","half"
"1338","客","confirmed","bitmap-corrected 2026-09-17 (seed 兵): ROM tile shows 客; context 客として/先客がいた","full"
"1438","斧","confirmed","visual/context 蟷螂の斧/爆斧無双対","full"
"1481","貫","confirmed","visual/context 突貫/貫く/一貫","full"
"1498","肢","confirmed","visual/context 選択肢","full"
"1557","寺","confirmed","visual/context 少林寺","full"
"1568","枢","confirmed","visual/context 中枢","full"
"1605","是","confirmed","visual/context 是非","full"
"1619","侠","confirmed","visual/context 天破侠乱","full"
"1620","欠","confirmed","visual/context 欠ける/欠点","full"
"1673","材","confirmed","visual/context 資料/人材/緩衝材","full"
"1789","捜","confirmed","bitmap-corrected 2026-09-17 (seed 探): ROM tile shows 捜; context り捜し求め/付近を捜索する","full"
"478","隼","confirmed","visual/context 神隼人","full"
"730","干","confirmed","visual/context 干渉","full"
"764","詰","confirmed","visual/context 詰め/追い詰める/張り詰める","full"
"792","狭","confirmed","visual/context 狭い/狭間","full"
"840","孤","confirmed","visual/context 孤独/孤立","full"
"858","拘","confirmed","visual/context 拘束","full"
"914","歯","confirmed","visual/context 歯ごたえ/歯向かう/歯が立たない","full"
